iter	RMSE
464	5.159644269
465	5.156285805
466	5.154491806
467	5.148998664
468	5.1449578
469	5.141780654
470	5.139705602
471	5.135897622
472	5.134227525
473	5.131672266
474	5.129697539
475	5.125238701
476	5.12037558
477	5.116098578
478	5.111852333
479	5.108085165
480	5.107178493
481	5.106416786
482	5.102889852
483	5.100691662
484	5.097609272
485	5.093068338
486	5.090196089
487	5.086515333
488	5.081911554
489	5.076348245
490	5.070631585
491	5.06794706
492	5.065925139
493	5.063327064
494	5.058845905
495	5.053873408
496	5.052647428
497	5.046114207
498	5.041490612
499	5.037351399
500	5.032133667
501	5.029028365
502	5.025079816
503	5.021613615
504	5.017791998
505	5.015397493
506	5.011834762
507	5.008967174
508	5.005184256
509	5.002227755
510	4.998473289
511	4.995516524
512	4.995445413
513	4.99188194
514	4.988579745
515	4.987762222
516	4.984367212
517	4.983481068
518	4.983323256
519	4.979722679
520	4.978717568
521	4.974931308
522	4.970028242
523	4.964265566
524	4.963096117
525	4.959752097
526	4.957005635
527	4.954728048
528	4.95145286
529	4.951293094
530	4.946511924
531	4.946116104
532	4.945491598
533	4.943909663
534	4.942382734
535	4.941798017
536	4.937393219
537	4.936708549
538	4.935709951
539	4.932301096
540	4.929763415
541	4.929685206
542	4.929551592
543	4.927080971
544	4.923263399
545	4.920416978
546	4.91988676
547	4.918288852
548	4.917918291
549	4.910463479
550	4.907222413
551	4.90294063
552	4.90222916
553	4.900219439
554	4.898111703
555	4.893324209
556	4.888773344
557	4.888693869
558	4.884966757
559	4.882382675
560	4.878773944
561	4.874892956
562	4.873444716
563	4.873370094
564	4.870837071
565	4.869310294
566	4.868769568
567	4.865686839
568	4.865616434
569	4.862333252
570	4.861191851
571	4.858336501
572	4.854481572
573	4.853949499
574	4.852497599
575	4.848992923
576	4.848280834
577	4.844537956
578	4.843017381
579	4.840948137
580	4.840593847
581	4.839860719
582	4.839299354
583	4.837787284
584	4.837414628
585	4.836794361
586	4.835842078
587	4.835615817
588	4.832345386
589	4.832179164
590	4.831833691
591	4.830369332
592	4.829259926
593	4.82471349
594	4.820933305
595	4.812491841
596	4.809327189
597	4.807429494
598	4.805021089
599	4.800429381
600	4.799588491
601	4.796809087
602	4.794801555
603	4.791630109
604	4.788771158
605	4.78693822
606	4.78682314
607	4.786175358
608	4.785200193
609	4.783662632
610	4.776669621
611	4.776018248
612	4.773475027
613	4.772525686
614	4.770877863
615	4.768103236
616	4.767102214
617	4.762781947
618	4.762363769
619	4.760860966
620	4.757899899
621	4.755267943
622	4.753262245
623	4.751696933
624	4.745308815
625	4.742098127
626	4.739351169
627	4.73599763
628	4.735107137
629	4.733464035
630	4.731635008
631	4.727898666
632	4.724607652
633	4.722430388
634	4.716623634
635	4.715062141
636	4.713590452
637	4.710839552
638	4.710288313
639	4.708091377
640	4.705584753
641	4.701561137
642	4.698034623
643	4.69633835
644	4.694233262
645	4.693835023
646	4.689818796
647	4.688771836
648	4.687285687
649	4.687140447
650	4.686174326
651	4.686128753
652	4.683391718
653	4.680371491
654	4.678458024
655	4.67278672
656	4.671339279
657	4.668036998
658	4.666467113
659	4.666224584
660	4.664929722
661	4.661754302
662	4.659840013
663	4.657210276
664	4.655608736
665	4.655518168
666	4.653250103
667	4.64996929
668	4.648018463
669	4.646596089
670	4.643378144
671	4.638777976
672	4.638753007
673	4.637248342
674	4.636247162
675	4.631164436
676	4.630247305
677	4.627874712
678	4.625544286
679	4.62477164
680	4.62361614
681	4.622464572
682	4.619782001
683	4.618247208
684	4.614858799
685	4.611984175
686	4.610388142
687	4.607857834
688	4.606957411
689	4.606603886
690	4.604246586
691	4.603133023
692	4.602956223
693	4.600885752
694	4.600106036
695	4.596576442
696	4.592587363
697	4.591724724
698	4.587917211
699	4.586407865
700	4.585035358
701	4.582033195
702	4.580060308
703	4.57922782
704	4.57798071
705	4.574715376
706	4.573373395
707	4.5704931
708	4.567758403
709	4.564990271
710	4.564225922
711	4.563405694
712	4.562328178
713	4.559549786
714	4.55868508
715	4.553554291
716	4.553477055
717	4.550570992
718	4.547223951
719	4.544283387
720	4.541499183
721	4.540868619
722	4.538034787
723	4.535781946
724	4.534075511
725	4.532104751
726	4.529718698
727	4.529031807
728	4.526232998
729	4.52404702
730	4.521612808
731	4.520274394
732	4.516698621
733	4.515571386
734	4.514298409
735	4.514241006
736	4.510710272
737	4.507958367
738	4.505745812
739	4.505680453
740	4.505646888
741	4.503070982
742	4.501666346
743	4.500205961
744	4.499761609
745	4.497246431
746	4.494709376
747	4.493936491
748	4.492988942
749	4.491427938
750	4.490744972
751	4.48996406
752	4.487737187
753	4.486668774
754	4.486605038
755	4.48430745
756	4.482982429
757	4.481009324
758	4.480623044
759	4.479715949
760	4.476175829
761	4.4754308
762	4.473640416
763	4.470070254
764	4.466750062
765	4.465374012
766	4.462239429
767	4.460952903
768	4.460313101
769	4.457462307
770	4.453653345
771	4.45300443
772	4.451387375
773	4.450260137
774	4.450120914
775	4.446454378
776	4.446023086
777	4.443158467
778	4.442309698
779	4.441180538
780	4.439241
781	4.437545932
782	4.436710032
783	4.434046957
784	4.43069398
785	4.430503578
786	4.426387744
787	4.424828769
788	4.422854238
789	4.421013822
790	4.418276314
791	4.41820857
792	4.415417789
793	4.415218842
794	4.411387492
795	4.410913085
796	4.409545935
797	4.407583039
798	4.407290299
799	4.405821935
800	4.402837472
801	4.402054283
802	4.400314371
803	4.397046426
804	4.394260465
805	4.390653484
806	4.39047441
807	4.389253576
808	4.386977157
809	4.384572591
810	4.381808724
811	4.378926075
812	4.374949198
813	4.373676913
814	4.370722553
815	4.368364979
816	4.366792485
817	4.365007269
818	4.363684475
819	4.360589179
820	4.359113812
821	4.358221687
822	4.356959438
823	4.356808124
824	4.356207824
825	4.354605809
826	4.352945824
827	4.351242723
828	4.348599485
829	4.348173256
830	4.34799748
831	4.347687625
832	4.346604382
833	4.345737487
834	4.342420417
835	4.341987333
836	4.340047749
837	4.338567573
838	4.33393561
839	4.333891713
840	4.33211991
841	4.329655175
842	4.329505964
843	4.329449613
844	4.328545338
845	4.325880784
846	4.324694009
847	4.322295567
848	4.318523169
849	4.315628526
850	4.314175886
851	4.310455335
852	4.30983157
853	4.306751776
854	4.306081553
855	4.30223708
856	4.301463302
857	4.299164009
858	4.297712526
859	4.294138845
860	4.293582315
861	4.293324575
862	4.292375186
863	4.290938694
864	4.290108549
865	4.288950208
866	4.28766089
867	4.285638263
868	4.284229408
869	4.282908877
870	4.281331013
871	4.279875652
872	4.278270615
873	4.275726506
874	4.274894875
875	4.272858283
876	4.271964085
877	4.27141368
878	4.268369849
879	4.267552049
880	4.266842493
881	4.2642171
882	4.263116475
883	4.26129317
884	4.259160403
885	4.257621466
886	4.257199205
887	4.255830661
888	4.254664069
889	4.253391826
890	4.252177438
891	4.249947997
892	4.2490503
893	4.247245473
894	4.245353099
895	4.243159969
896	4.242155445
897	4.240943363
898	4.2388616
899	4.236527163
900	4.233342535
901	4.232089376
902	4.230953226
903	4.230254424
904	4.229295146
905	4.227298
906	4.225209842
907	4.222734837
908	4.219612684
909	4.217216576
910	4.21338925
911	4.210256936
912	4.208250746
913	4.205662133
914	4.204513402
915	4.203117724
916	4.200960146
917	4.200299921
918	4.199539936
919	4.196815341
920	4.196137877
921	4.194579351
922	4.19434151
923	4.193906725
924	4.19289044
925	4.190709958
926	4.189502299
927	4.187887303
928	4.187061365
929	4.186489525
930	4.182639594
931	4.179391737
932	4.174403963
933	4.174157992
934	4.17297344
935	4.167865669
936	4.166957741
937	4.165630084
938	4.165502172
939	4.164421508
940	4.163867957
941	4.162754335
942	4.161672869
943	4.161100064
944	4.158244479
945	4.156339158
946	4.156111331
947	4.15514684
948	4.154250566
949	4.152346275
950	4.149467669
951	4.148378444
952	4.146059471
953	4.144111086
954	4.143303259
955	4.14313443
956	4.142590857
957	4.138498768
958	4.136011834
959	4.134769553
960	4.133465509
961	4.132993209
962	4.131986699
963	4.130261452
964	4.128664678
965	4.12747144
966	4.124182348
967	4.121362527
968	4.119829214
969	4.119540046
970	4.117552812
971	4.116923012
972	4.115889838
973	4.115377819
974	4.112948308
975	4.110244021
976	4.11019262
977	4.107850785
978	4.10735228
979	4.106316093
980	4.104418663
981	4.102805063
982	4.10116346
983	4.101105625
984	4.099099236
985	4.097453824
986	4.096619009
987	4.096475988
988	4.09494842
989	4.09276355
990	4.090595285
991	4.08859161
992	4.087942128
993	4.085625528
994	4.085260721
995	4.084888973
996	4.084528723
997	4.083558031
998	4.082682778
999	4.081298465
1000	4.079260812
1001	4.075589573
1002	4.074869569
1003	4.071814298
1004	4.07138347
1005	4.068608322
1006	4.066255632
1007	4.063215889
1008	4.06161851
1009	4.058214459
1010	4.057361147
1011	4.055246672
1012	4.053838882
1013	4.052941313
1014	4.051222981
1015	4.050950779
1016	4.050563545
1017	4.050400895
1018	4.048291103
1019	4.047890563
1020	4.047180251
1021	4.044945916
1022	4.04486979
1023	4.042368903
1024	4.040243982
1025	4.037644287
1026	4.037004121
1027	4.036271751
1028	4.034491468
1029	4.032598721
1030	4.032432534
1031	4.032378809
1032	4.03203601
1033	4.031923987
1034	4.031641513
1035	4.029143155
1036	4.028891226
1037	4.02715362
1038	4.026698897
1039	4.026414778
1040	4.025583357
1041	4.02520647
1042	4.023711855
1043	4.022800725
1044	4.019905859
1045	4.016660064
1046	4.015294766
1047	4.014158985
1048	4.013472735
1049	4.011785015
1050	4.010279153
1051	4.008553315
1052	4.007956378
1053	4.007213841
1054	4.006785455
1055	4.005236939
1056	4.003731271
1057	4.002414531
1058	3.999589179
1059	3.996720299
1060	3.994921858
1061	3.993366768
1062	3.991687358
1063	3.98896356
1064	3.988422025
1065	3.988101326
1066	3.987102708
1067	3.986260571
1068	3.984677667
1069	3.984472632
1070	3.98434265
1071	3.981886752
1072	3.979978096
1073	3.979141775
1074	3.977110196
1075	3.975517664
1076	3.974973592
1077	3.974580663
1078	3.974078186
1079	3.973983376
1080	3.973802136
1081	3.971304273
1082	3.969089035
1083	3.96897164
1084	3.966430148
1085	3.964472448
1086	3.961666621
1087	3.960859036
1088	3.959319349
1089	3.957320702
1090	3.955777344
1091	3.953856903
1092	3.951302116
1093	3.949831531
1094	3.949229979
1095	3.949086563
1096	3.948077816
1097	3.94798299
1098	3.946286516
1099	3.943516891
1100	3.943068594
1101	3.941034762
1102	3.9390565
1103	3.938112636
1104	3.936097998
1105	3.935091964
1106	3.934572238
1107	3.933238411
1108	3.932332323
1109	3.930911492
1110	3.929586803
1111	3.928483109
1112	3.928403771
1113	3.927278477
1114	3.925859809
1115	3.924143083
1116	3.923657929
1117	3.921565916
1118	3.921518711
1119	3.92035241
1120	3.920329135
1121	3.920182172
1122	3.917339912
1123	3.916269068
1124	3.914964658
1125	3.913094206
1126	3.911355735
1127	3.910374397
1128	3.908075027
1129	3.905262915
1130	3.903481992
1131	3.901188272
1132	3.900752705
1133	3.898768097
1134	3.898468901
1135	3.895732298
1136	3.895014247
1137	3.893099333
1138	3.892625579
1139	3.889505725
1140	3.888037073
1141	3.887043225
1142	3.884695509
1143	3.884530641
1144	3.882791356
1145	3.880251874
1146	3.879674285
1147	3.878488546
1148	3.875951165
1149	3.873464777
1150	3.872766289
1151	3.871188376
1152	3.870490573
1153	3.869085302
1154	3.867472813
1155	3.865549883
1156	3.86493274
1157	3.863639597
1158	3.862901634
1159	3.86164478
1160	3.861028075
1161	3.860976569
1162	3.860828741
1163	3.860256609
1164	3.859216818
1165	3.857846038
1166	3.856870384
1167	3.854116694
1168	3.853899205
1169	3.853820388
1170	3.852825045
1171	3.852742941
1172	3.851700279
1173	3.850383912
1174	3.850264615
1175	3.84968509
1176	3.848363335
1177	3.848210412
1178	3.847972596
1179	3.846192636
1180	3.844525055
1181	3.843278815
1182	3.841978252
1183	3.841305246
1184	3.841153298
1185	3.840962832
1186	3.840806446
1187	3.840742445
1188	3.840557224
1189	3.839494623
1190	3.839362017
1191	3.839250006
1192	3.837197869
1193	3.836684109
1194	3.836365484
1195	3.835329245
1196	3.835234566
1197	3.834124374
1198	3.833581666
1199	3.831299604
1200	3.830913416
1201	3.830888949
1202	3.830576574
1203	3.829591315
1204	3.827234337
1205	3.826424652
1206	3.82484406
1207	3.824816932
1208	3.823939691
1209	3.822139362
1210	3.822113272
1211	3.820865228
1212	3.818458804
1213	3.817613424
1214	3.817593976
1215	3.815471686
1216	3.814169432
